日時,"内部CO2[ppm]","内部日射[kW m-2]","内部気温[C]","内部相対湿度[%]"
"2026/02/03 22:20:00",532,0,10.7,84
"2026/02/03 22:25:00",537,0,10.9,84
"2026/02/03 22:30:00",531,0,11,84
"2026/02/03 22:35:00",534,0,10.9,84
"2026/02/03 22:40:00",538,0,11.1,84
"2026/02/03 22:45:00",530,0,11,84
"2026/02/03 22:50:00",567,0,11.2,84
"2026/02/03 22:55:00",532,0,11.2,84
"2026/02/03 23:00:00",538,0,11.2,83
"2026/02/03 23:05:00",542,0,11.3,83
"2026/02/03 23:10:00",532,0,11.3,83
"2026/02/03 23:15:00",552,0,11.2,83
"2026/02/03 23:20:00",552,0,11.2,82
"2026/02/03 23:25:00",556,0,11,82
"2026/02/03 23:30:00",546,0,10.9,82
"2026/02/03 23:35:00",561,0,10.8,82
"2026/02/03 23:40:00",558,0,10.8,82
"2026/02/03 23:45:00",564,0,10.7,82
"2026/02/03 23:50:00",564,0,10.6,82
"2026/02/03 23:55:00",562,0,10.7,82
"2026/02/04 00:00:00",566,0,10.7,82
"2026/02/04 00:05:00",567,0,10.5,82
"2026/02/04 00:10:00",567,0,10.4,82
"2026/02/04 00:15:00",558,0,10.4,82
"2026/02/04 00:20:00",567,0,10.4,82
"2026/02/04 00:25:00",561,0,10.3,82
"2026/02/04 00:30:00",521,0,10.2,83
"2026/02/04 00:35:00",572,0,10,83
"2026/02/04 00:40:00",567,0,10.1,83
"2026/02/04 00:45:00",571,0,10,82
"2026/02/04 00:50:00",569,0,9.9,83
"2026/02/04 00:55:00",575,0,10,83
"2026/02/04 01:00:00",574,0,9.9,83
"2026/02/04 01:05:00",571,0,9.8,83
"2026/02/04 01:10:00",584,0,9.8,83
"2026/02/04 01:15:00",563,0,9.8,83
"2026/02/04 01:20:00",565,0,9.7,83
"2026/02/04 01:25:00",576,0,9.6,83
"2026/02/04 01:30:00",566,0,9.7,83
"2026/02/04 01:35:00",568,0,9.5,83
"2026/02/04 01:40:00",579,0,9.5,83
"2026/02/04 01:45:00",562,0,9.5,83
"2026/02/04 01:50:00",569,0,9.5,84
"2026/02/04 01:55:00",577,0,9.4,84
"2026/02/04 02:00:00",566,0,9.4,84
"2026/02/04 02:05:00",573,0,9.4,84
"2026/02/04 02:10:00",563,0,9.4,84
"2026/02/04 02:15:00",564,0,9.4,84
"2026/02/04 02:20:00",560,0,9.4,84
"2026/02/04 02:25:00",552,0,9.4,84
"2026/02/04 02:30:00",557,0,9.4,84
"2026/02/04 02:35:00",552,0,9.5,84
"2026/02/04 02:40:00",547,0,9.5,84
"2026/02/04 02:45:00",545,0,9.6,84
"2026/02/04 02:50:00",544,0,9.5,84
"2026/02/04 02:55:00",541,0,9.6,84
"2026/02/04 03:00:00",535,0,9.6,84
"2026/02/04 03:05:00",528,0,9.5,84
"2026/02/04 03:10:00",534,0,9.5,84
"2026/02/04 03:15:00",542,0,9.5,83
"2026/02/04 03:20:00",515,0,9.3,83
"2026/02/04 03:25:00",516,0,9.4,83
"2026/02/04 03:30:00",519,0,9.3,83
"2026/02/04 03:35:00",510,0,9.3,83
"2026/02/04 03:40:00",510,0,9.2,83
"2026/02/04 03:45:00",506,0,9.1,83
"2026/02/04 03:50:00",515,0,9,83
"2026/02/04 03:55:00",503,0,9,83
"2026/02/04 04:00:00",499,0,8.9,83
"2026/02/04 04:05:00",499,0,9,83
"2026/02/04 04:10:00",508,0,8.8,83
"2026/02/04 04:15:00",504,0,8.9,83
"2026/02/04 04:20:00",502,0,8.8,83
"2026/02/04 04:25:00",505,0,8.8,84
"2026/02/04 04:30:00",504,0,8.8,83
"2026/02/04 04:35:00",502,0,8.8,84
"2026/02/04 04:40:00",512,0,8.8,84
"2026/02/04 04:45:00",514,0,8.9,84
"2026/02/04 04:50:00",507,0,8.8,84
"2026/02/04 04:55:00",511,0,8.7,84
"2026/02/04 05:00:00",507,0,8.8,84
"2026/02/04 05:05:00",518,0,8.8,84
"2026/02/04 05:10:00",516,0,8.7,84
"2026/02/04 05:15:00",517,0,8.8,84
"2026/02/04 05:20:00",502,0,8.8,84
"2026/02/04 05:25:00",511,0,8.9,84
"2026/02/04 05:30:00",524,0,8.9,85
"2026/02/04 05:35:00",530,0,8.9,85
"2026/02/04 05:40:00",529,0,9,85
"2026/02/04 05:45:00",533,0,9.1,86
"2026/02/04 05:50:00",532,0,9.1,86
"2026/02/04 05:55:00",545,0,9.3,86
"2026/02/04 06:00:00",553,0,9.3,86
"2026/02/04 06:05:00",577,0,9.2,86
"2026/02/04 06:10:00",611,0,10,88
"2026/02/04 06:15:00",672,0,11.4,88
"2026/02/04 06:20:00",684,0,13,82
"2026/02/04 06:25:00",703,0,14.4,76
"2026/02/04 06:30:00",720,0,15.5,72
"2026/02/04 06:35:00",700,0,16.3,70
"2026/02/04 06:40:00",744,0,17,68
"2026/02/04 06:45:00",744,0.001,17.6,66
"2026/02/04 06:50:00",776,0.001,17.7,66
"2026/02/04 06:55:00",790,0.004,17.6,64
"2026/02/04 07:00:00",807,0.004,17.7,63
"2026/02/04 07:05:00",850,0.005,17.9,63
"2026/02/04 07:10:00",869,0.006,18.3,63
"2026/02/04 07:15:00",901,0.007,18.4,62
"2026/02/04 07:20:00",914,0.008,18.3,62
"2026/02/04 07:25:00",918,0.009,17.2,65
"2026/02/04 07:30:00",952,0.009,17.3,65
"2026/02/04 07:35:00",964,0.01,16.6,65
"2026/02/04 07:40:00",981,0.011,15.8,68
"2026/02/04 07:45:00",985,0.012,15.3,70
"2026/02/04 07:50:00",1025,0.013,16.2,69
"2026/02/04 07:55:00",1027,0.014,16.4,68
"2026/02/04 08:00:00",1026,0.014,15.9,69
"2026/02/04 08:05:00",1042,0.019,15.7,70
"2026/02/04 08:10:00",1054,0.024,15.8,71
"2026/02/04 08:15:00",1097,0.023,16.8,71
"2026/02/04 08:20:00",1065,0.022,17.8,69
"2026/02/04 08:25:00",1088,0.024,18.5,67
"2026/02/04 08:30:00",1082,0.025,18.8,66
"2026/02/04 08:35:00",1084,0.027,19.3,66
"2026/02/04 08:40:00",1098,0.03,20.2,65
"2026/02/04 08:45:00",1097,0.03,21.1,64
"2026/02/04 08:50:00",1099,0.026,21.6,63
"2026/02/04 08:55:00",1094,0.025,22,63
"2026/02/04 09:00:00",1102,0.026,21.9,64
"2026/02/04 09:05:00",1096,0.029,22,65
"2026/02/04 09:10:00",1097,0.03,22.4,66
"2026/02/04 09:15:00",1085,0.029,23,67
"2026/02/04 09:20:00",1091,0.028,23.4,67
"2026/02/04 09:25:00",1098,0.028,24.1,67
"2026/02/04 09:30:00",1082,0.027,24.6,68
"2026/02/04 09:35:00",1068,0.027,24.8,70
"2026/02/04 09:40:00",998,0.027,25.4,72
"2026/02/04 09:45:00",1009,0.027,25.3,68
"2026/02/04 09:50:00",764,0.029,24.5,53
"2026/02/04 09:55:00",667,0.029,24.7,54
"2026/02/04 10:00:00",599,0.03,25.1,52
"2026/02/04 10:05:00",557,0.031,25.7,53
"2026/02/04 10:10:00",535,0.033,25.9,52
"2026/02/04 10:15:00",508,0.036,26,44
"2026/02/04 10:20:00",496,0.039,25.4,39
"2026/02/04 10:25:00",473,0.042,25.6,45
"2026/02/04 10:30:00",473,0.043,26.6,50
"2026/02/04 10:35:00",481,0.044,27.1,53
"2026/02/04 10:40:00",489,0.045,26.9,57
"2026/02/04 10:45:00",491,0.046,26.6,59
"2026/02/04 10:50:00",500,0.051,27,60
"2026/02/04 10:55:00",491,0.081,26.8,48
"2026/02/04 11:00:00",503,0.067,26.3,47
"2026/02/04 11:05:00",485,0.081,27,53
"2026/02/04 11:10:00",486,0.059,26.9,47
"2026/02/04 11:15:00",478,0.063,26.2,54
"2026/02/04 11:20:00",496,0.062,27.1,57
"2026/02/04 11:25:00",510,0.072,26.9,49
"2026/02/04 11:30:00",500,0.123,26.7,55
"2026/02/04 11:35:00",531,0.141,27.3,52
"2026/02/04 11:40:00",503,0.127,26.7,52
"2026/02/04 11:45:00",497,0.117,27.3,57
"2026/02/04 11:50:00",499,0.123,27.3,38
"2026/02/04 11:55:00",475,0.109,27.1,43
"2026/02/04 12:00:00",477,0.166,27.3,45
"2026/02/04 12:05:00",468,0.073,27.2,41
"2026/02/04 12:10:00",477,0.054,27.4,46
"2026/02/04 12:15:00",475,0.046,27.3,39
"2026/02/04 12:20:00",477,0.041,27.1,50
"2026/02/04 12:25:00",471,0.041,26.8,37
"2026/02/04 12:30:00",475,0.039,26.6,37
"2026/02/04 12:35:00",481,0.038,26,34
"2026/02/04 12:40:00",463,0.038,26,34
"2026/02/04 12:45:00",459,0.041,25.7,35
"2026/02/04 12:50:00",476,0.041,26.6,41
"2026/02/04 12:55:00",477,0.042,26.7,33
"2026/02/04 13:00:00",473,0.04,26.2,31
"2026/02/04 13:05:00",465,0.038,25.7,34
"2026/02/04 13:10:00",453,0.04,25.6,33
"2026/02/04 13:15:00",475,0.036,25.7,33
"2026/02/04 13:20:00",475,0.036,26.3,35
"2026/02/04 13:25:00",468,0.04,26.4,36
"2026/02/04 13:30:00",476,0.042,26.9,39
"2026/02/04 13:35:00",477,0.04,27,32
"2026/02/04 13:40:00",482,0.04,26.4,33
"2026/02/04 13:45:00",490,0.043,26.2,30
"2026/02/04 13:50:00",484,0.046,25.9,32
"2026/02/04 13:55:00",467,0.05,26.3,38
"2026/02/04 14:00:00",485,0.045,27,39
"2026/02/04 14:05:00",489,0.043,26.5,35
"2026/02/04 14:10:00",498,0.092,26.5,40
"2026/02/04 14:15:00",491,0.072,27,44
"2026/02/04 14:20:00",491,0.078,27.4,43
"2026/02/04 14:25:00",499,0.059,26.6,44
"2026/02/04 14:30:00",492,0.052,26.5,46
"2026/02/04 14:35:00",476,0.043,26.2,38
"2026/02/04 14:40:00",493,0.038,26.7,37
"2026/02/04 14:45:00",495,0.037,26.5,34
"2026/02/04 14:50:00",480,0.04,26.3,34
"2026/02/04 14:55:00",471,0.04,26.4,38
"2026/02/04 15:00:00",416,0.04,26.6,42
"2026/02/04 15:05:00",487,0.036,27,47
"2026/02/04 15:10:00",506,0.044,27.4,38
"2026/02/04 15:15:00",491,0.05,26.8,34
"2026/02/04 15:20:00",482,0.038,25.7,35
"2026/02/04 15:25:00",484,0.03,25.4,39
"2026/02/04 15:30:00",491,0.027,25.2,39
"2026/02/04 15:35:00",483,0.028,24.6,38
"2026/02/04 15:40:00",498,0.027,24.9,41
"2026/02/04 15:45:00",517,0.025,25.2,46
"2026/02/04 15:50:00",540,0.022,25.1,50
"2026/02/04 15:55:00",551,0.021,24.7,47
"2026/02/04 16:00:00",543,0.02,24.3,49
"2026/02/04 16:05:00",556,0.017,24.2,52
"2026/02/04 16:10:00",575,0.015,24.2,54
"2026/02/04 16:15:00",589,0.014,24.1,56
"2026/02/04 16:20:00",617,0.012,23.7,58
"2026/02/04 16:25:00",635,0.01,23.3,60
"2026/02/04 16:30:00",658,0.008,22.5,61
"2026/02/04 16:35:00",681,0.007,21.6,63
"2026/02/04 16:40:00",722,0.007,20.9,65
"2026/02/04 16:45:00",730,0.005,20.1,66
"2026/02/04 16:50:00",749,0.004,19.4,68
"2026/02/04 16:55:00",770,0.003,18.8,69
"2026/02/04 17:00:00",801,0.002,18,70
"2026/02/04 17:05:00",833,0.001,17.4,71
"2026/02/04 17:10:00",844,0.001,16.9,72
"2026/02/04 17:15:00",871,0,16.3,73
"2026/02/04 17:20:00",885,0,15.7,74
"2026/02/04 17:25:00",901,0,15.3,74
"2026/02/04 17:30:00",896,0,14.9,75
"2026/02/04 17:35:00",894,0,14.5,76
"2026/02/04 17:40:00",890,0,14.1,77
"2026/02/04 17:45:00",893,0,13.7,77
"2026/02/04 17:50:00",889,0,13.4,78
"2026/02/04 17:55:00",901,0,13.1,78
"2026/02/04 18:00:00",921,0,12.9,79
"2026/02/04 18:05:00",930,0,12.6,79
"2026/02/04 18:10:00",885,0,12.4,79
"2026/02/04 18:15:00",844,0,12.6,79
"2026/02/04 18:20:00",807,0,12.7,79
"2026/02/04 18:25:00",795,0,12.8,80
"2026/02/04 18:30:00",778,0,13,80
"2026/02/04 18:35:00",754,0,13,81
"2026/02/04 18:40:00",767,0,13.1,81
"2026/02/04 18:45:00",756,0,13.1,82
"2026/02/04 18:50:00",754,0,13.1,82
"2026/02/04 18:55:00",743,0,13.2,82
"2026/02/04 19:00:00",741,0,13.3,82
"2026/02/04 19:05:00",746,0,13.2,82
"2026/02/04 19:10:00",739,0,13.3,82
"2026/02/04 19:15:00",739,0,13.3,83
"2026/02/04 19:20:00",744,0,13.2,83
"2026/02/04 19:25:00",733,0,13.3,83
"2026/02/04 19:30:00",725,0,13.2,83
"2026/02/04 19:35:00",731,0,13.2,83
"2026/02/04 19:40:00",712,0,13.2,83
"2026/02/04 19:45:00",723,0,13.2,82
"2026/02/04 19:50:00",720,0,13.1,82
"2026/02/04 19:55:00",716,0,13.1,82
"2026/02/04 20:00:00",698,0,13.2,82
"2026/02/04 20:05:00",697,0,13.1,82
"2026/02/04 20:10:00",698,0,13.2,82
"2026/02/04 20:15:00",703,0,13.1,82
"2026/02/04 20:20:00",703,0,13.1,82
"2026/02/04 20:25:00",701,0,13.2,82
"2026/02/04 20:30:00",707,0,13.1,82
"2026/02/04 20:35:00",698,0,13.1,82
"2026/02/04 20:40:00",698,0,13.1,82
"2026/02/04 20:45:00",690,0,13.1,82
"2026/02/04 20:50:00",693,0,13,82
"2026/02/04 20:55:00",689,0,13.1,82
"2026/02/04 21:00:00",672,0,13,81
"2026/02/04 21:05:00",674,0,13,81
"2026/02/04 21:10:00",672,0,13,81
"2026/02/04 21:15:00",665,0,13,81
"2026/02/04 21:20:00",664,0,13,81
"2026/02/04 21:25:00",661,0,13,80
"2026/02/04 21:30:00",646,0,12.9,80
"2026/02/04 21:35:00",642,0,12.9,80
"2026/02/04 21:40:00",649,0,12.9,80
"2026/02/04 21:45:00",634,0,12.8,80
"2026/02/04 21:50:00",636,0,12.7,80
"2026/02/04 21:55:00",638,0,12.7,80
"2026/02/04 22:00:00",625,0,12.7,80
"2026/02/04 22:05:00",632,0,12.6,80
"2026/02/04 22:10:00",638,0,12.7,81
"2026/02/04 22:15:00",640,0,12.6,81
"2026/02/04 22:20:00",650,0,12.5,81
"2026/02/04 22:25:00",637,0,12.4,81
"2026/02/04 22:30:00",646,0,12.5,81
"2026/02/04 22:35:00",645,0,12.4,81
"2026/02/04 22:40:00",642,0,12.5,81
"2026/02/04 22:45:00",647,0,12.5,81
"2026/02/04 22:50:00",642,0,12.4,81
"2026/02/04 22:55:00",650,0,12.4,81
"2026/02/04 23:00:00",656,0,12.4,80
"2026/02/04 23:05:00",646,0,12.4,80
"2026/02/04 23:10:00",644,0,12.4,80
"2026/02/04 23:15:00",646,0,12.3,80
"2026/02/04 23:20:00",641,0,12.4,80
"2026/02/04 23:25:00",649,0,12.4,80
"2026/02/04 23:30:00",641,0,12.3,80
"2026/02/04 23:35:00",642,0,12.3,80
"2026/02/04 23:40:00",644,0,12.3,80
"2026/02/04 23:45:00",640,0,12.3,80
"2026/02/04 23:50:00",639,0,12.2,80
"2026/02/04 23:55:00",653,0,12.3,80
"2026/02/05 00:00:00",647,0,12.3,80
"2026/02/05 00:05:00",648,0,12.2,80
"2026/02/05 00:10:00",650,0,12.2,80
"2026/02/05 00:15:00",645,0,12.1,80
"2026/02/05 00:20:00",646,0,12.1,80
"2026/02/05 00:25:00",653,0,12.1,80
"2026/02/05 00:30:00",637,0,12,80
"2026/02/05 00:35:00",644,0,11.9,80
"2026/02/05 00:40:00",654,0,11.9,80
"2026/02/05 00:45:00",650,0,11.8,80
"2026/02/05 00:50:00",654,0,11.8,81
"2026/02/05 00:55:00",659,0,11.8,81
"2026/02/05 01:00:00",656,0,11.7,81
"2026/02/05 01:05:00",651,0,11.8,81
"2026/02/05 01:10:00",647,0,11.6,81
"2026/02/05 01:15:00",661,0,11.7,81
"2026/02/05 01:20:00",653,0,11.6,81
"2026/02/05 01:25:00",654,0,11.5,81
"2026/02/05 01:30:00",659,0,11.4,81
"2026/02/05 01:35:00",667,0,11.4,81
"2026/02/05 01:40:00",670,0,11.3,82
"2026/02/05 01:45:00",678,0,11.3,82
"2026/02/05 01:50:00",679,0,11.2,82
"2026/02/05 01:55:00",687,0,11.2,82
"2026/02/05 02:00:00",690,0,11.2,82
"2026/02/05 02:05:00",690,0,11.1,82
"2026/02/05 02:10:00",694,0,11.1,82
"2026/02/05 02:15:00",699,0,11.1,83
"2026/02/05 02:20:00",697,0,11.1,83
"2026/02/05 02:25:00",700,0,11.1,83
"2026/02/05 02:30:00",690,0,11,83
"2026/02/05 02:35:00",695,0,11.1,83
"2026/02/05 02:40:00",709,0,11,83
"2026/02/05 02:45:00",698,0,10.9,83
"2026/02/05 02:50:00",695,0,10.9,83
"2026/02/05 02:55:00",695,0,10.9,83
"2026/02/05 03:00:00",676,0,10.7,83
"2026/02/05 03:05:00",676,0,10.7,83
"2026/02/05 03:10:00",652,0,10.8,83
"2026/02/05 03:15:00",666,0,10.7,82
"2026/02/05 03:20:00",666,0,10.8,82
"2026/02/05 03:25:00",664,0,10.6,82
"2026/02/05 03:30:00",660,0,10.7,82
"2026/02/05 03:35:00",655,0,10.6,82
"2026/02/05 03:40:00",648,0,10.6,82
"2026/02/05 03:45:00",649,0,10.6,82
"2026/02/05 03:50:00",661,0,10.5,82
"2026/02/05 03:55:00",655,0,10.4,82
"2026/02/05 04:00:00",652,0,10.5,82
"2026/02/05 04:05:00",652,0,10.4,82
"2026/02/05 04:10:00",651,0,10.5,82
"2026/02/05 04:15:00",658,0,10.4,82
"2026/02/05 04:20:00",659,0,10.4,82
"2026/02/05 04:25:00",668,0,10.4,82
"2026/02/05 04:30:00",668,0,10.4,82
"2026/02/05 04:35:00",671,0,10.3,82
"2026/02/05 04:40:00",675,0,10.2,82
"2026/02/05 04:45:00",664,0,10.2,82
"2026/02/05 04:50:00",667,0,10.2,82
"2026/02/05 04:55:00",677,0,10.2,82
"2026/02/05 05:00:00",671,0,10.2,82
"2026/02/05 05:05:00",668,0,10.2,82
"2026/02/05 05:10:00",665,0,10.1,82
"2026/02/05 05:15:00",676,0,10.2,82
"2026/02/05 05:20:00",683,0,10.2,82
"2026/02/05 05:25:00",704,0,10.1,83
"2026/02/05 05:30:00",709,0,10.2,83
"2026/02/05 05:35:00",728,0,10.3,84
"2026/02/05 05:40:00",743,0,10.2,84
"2026/02/05 05:45:00",755,0,10.3,84
"2026/02/05 05:50:00",776,0,10.3,84
"2026/02/05 05:55:00",796,0,10.3,84
"2026/02/05 06:00:00",814,0,10.2,84
"2026/02/05 06:05:00",836,0,10.2,84
"2026/02/05 06:10:00",870,0,10.9,86
"2026/02/05 06:15:00",893,0,12.4,86
"2026/02/05 06:20:00",892,0,13.9,80
"2026/02/05 06:25:00",899,0,15.3,74
"2026/02/05 06:30:00",906,0,15.6,72
"2026/02/05 06:35:00",917,0,15,73
"2026/02/05 06:40:00",921,0,15.4,74
"2026/02/05 06:45:00",928,0.001,16.1,70
"2026/02/05 06:50:00",934,0.001,15.5,70
"2026/02/05 06:55:00",926,0.003,14.8,70
"2026/02/05 07:00:00",946,0.004,15.1,69
"2026/02/05 07:05:00",969,0.005,15.9,68
"2026/02/05 07:10:00",991,0.006,16.5,66
"2026/02/05 07:15:00",1000,0.006,16.1,66
"2026/02/05 07:20:00",1003,0.007,15.4,68
"2026/02/05 07:25:00",1027,0.008,16,68
"2026/02/05 07:30:00",1034,0.009,16.6,67
"2026/02/05 07:35:00",1090,0.009,16,67
"2026/02/05 07:40:00",1039,0.01,15.2,69
"2026/02/05 07:45:00",1062,0.011,14.9,71
"2026/02/05 07:50:00",1081,0.012,15,72
"2026/02/05 07:55:00",1087,0.012,15.5,72
"2026/02/05 08:00:00",1090,0.013,15.5,72
"2026/02/05 08:05:00",1072,0.015,15.5,73
"2026/02/05 08:10:00",1094,0.021,15.7,73
"2026/02/05 08:15:00",1102,0.021,16.7,73
"2026/02/05 08:20:00",1112,0.02,17.8,72
"2026/02/05 08:25:00",1119,0.021,18.6,70
"2026/02/05 08:30:00",1128,0.022,19.1,69
"2026/02/05 08:35:00",1123,0.024,19.6,69
"2026/02/05 08:40:00",1125,0.028,20.7,68
"2026/02/05 08:45:00",1130,0.027,21.5,67
"2026/02/05 08:50:00",1115,0.025,22.2,66
"2026/02/05 08:55:00",1122,0.024,22.7,66
"2026/02/05 09:00:00",1107,0.025,22.5,68
"2026/02/05 09:05:00",1095,0.027,22.7,72
"2026/02/05 09:10:00",1103,0.028,23,74
"2026/02/05 09:15:00",1093,0.023,23.5,75
"2026/02/05 09:20:00",1087,0.032,24.2,74
"2026/02/05 09:25:00",1085,0.026,24.9,73
"2026/02/05 09:30:00",1083,0.033,25.2,74
"2026/02/05 09:35:00",1050,0.031,25.6,75
"2026/02/05 09:40:00",1053,0.026,26.2,76
"2026/02/05 09:45:00",950,0.027,25.8,70
"2026/02/05 09:50:00",826,0.028,25.9,64
"2026/02/05 09:55:00",687,0.03,25.4,49
"2026/02/05 10:00:00",684,0.031,25.4,51
"2026/02/05 10:05:00",549,0.034,26,53
"2026/02/05 10:10:00",533,0.032,26.4,53
"2026/02/05 10:15:00",503,0.036,25.8,43
"2026/02/05 10:20:00",501,0.038,25.5,48
"2026/02/05 10:25:00",493,0.031,25.5,51
"2026/02/05 10:30:00",461,0.032,26,54
"2026/02/05 10:35:00",496,0.04,26.7,58
"2026/02/05 10:40:00",515,0.043,26.6,58
"2026/02/05 10:45:00",509,0.04,26.3,61
"2026/02/05 10:50:00",513,0.057,26.6,63
"2026/02/05 10:55:00",532,0.062,26.9,57
"2026/02/05 11:00:00",513,0.075,26.2,55
"2026/02/05 11:05:00",516,0.111,26.7,59
"2026/02/05 11:10:00",521,0.108,26.7,47
"2026/02/05 11:15:00",492,0.089,26.4,58
"2026/02/05 11:20:00",501,0.097,27.1,55
"2026/02/05 11:25:00",480,0.095,26.5,56
"2026/02/05 11:30:00",476,0.095,27.2,61
"2026/02/05 11:35:00",472,0.108,27.1,49
"2026/02/05 11:40:00",472,0.114,26.6,56
"2026/02/05 11:45:00",477,0.095,27.4,58
"2026/02/05 11:50:00",470,0.102,26.9,54
"2026/02/05 11:55:00",469,0.108,27.2,60
"2026/02/05 12:00:00",472,0.124,27.2,47
"2026/02/05 12:05:00",471,0.075,27.2,57
"2026/02/05 12:10:00",466,0.067,27.7,43
"2026/02/05 12:15:00",464,0.063,26.9,52
"2026/02/05 12:20:00",458,0.058,27.4,50
"2026/02/05 12:25:00",454,0.068,26.7,41
"2026/02/05 12:30:00",459,0.061,27,41
"2026/02/05 12:35:00",454,0.055,26.4,39
"2026/02/05 12:40:00",447,0.073,26.4,44
"2026/02/05 12:45:00",449,0.056,26.6,39
"2026/02/05 12:50:00",454,0.06,26.1,43
"2026/02/05 12:55:00",450,0.069,26.5,47
"2026/02/05 13:00:00",453,0.059,26.6,39
"2026/02/05 13:05:00",451,0.06,26,39
"2026/02/05 13:10:00",450,0.055,26.4,45
"2026/02/05 13:15:00",456,0.05,26.5,36
"2026/02/05 13:20:00",445,0.047,26.6,38
"2026/02/05 13:25:00",446,0.047,26.3,41
"2026/02/05 13:30:00",456,0.06,26.3,44
"2026/02/05 13:35:00",492,0.051,27.2,47
"2026/02/05 13:40:00",458,0.048,26.7,42
"2026/02/05 13:45:00",462,0.048,26.6,48
"2026/02/05 13:50:00",472,0.055,26.8,39
"2026/02/05 13:55:00",467,0.054,26.4,40
"2026/02/05 14:00:00",468,0.055,26.8,43
"2026/02/05 14:05:00",461,0.048,26.8,40
"2026/02/05 14:10:00",468,0.056,26.6,38
"2026/02/05 14:15:00",478,0.162,26.6,42
"2026/02/05 14:20:00",472,0.13,26.8,46
"2026/02/05 14:25:00",471,0.059,27,47
"2026/02/05 14:30:00",521,0.043,26.8,43
"2026/02/05 14:35:00",483,0.048,26,43
"2026/02/05 14:40:00",488,0.04,26.3,46
"2026/02/05 14:45:00",490,0.031,25.9,40
"2026/02/05 14:50:00",487,0.032,25.2,45
"2026/02/05 14:55:00",505,0.033,25,49
"2026/02/05 15:00:00",509,0.036,25,54
"2026/02/05 15:05:00",534,0.034,24.9,57
"2026/02/05 15:10:00",549,0.03,25.3,60
"2026/02/05 15:15:00",567,0.032,25.4,61
"2026/02/05 15:20:00",583,0.031,25.6,62
"2026/02/05 15:25:00",596,0.036,26,63
"2026/02/05 15:30:00",611,0.036,26.2,61
"2026/02/05 15:35:00",602,0.032,26,56
"2026/02/05 15:40:00",593,0.028,25.9,54
"2026/02/05 15:45:00",586,0.021,25.1,54
"2026/02/05 15:50:00",588,0.02,24.6,57
"2026/02/05 15:55:00",606,0.019,23.9,59
"2026/02/05 16:00:00",643,0.017,23.4,62
"2026/02/05 16:05:00",649,0.014,22.9,64
"2026/02/05 16:10:00",670,0.013,22.3,66
"2026/02/05 16:15:00",693,0.011,21.7,68
"2026/02/05 16:20:00",714,0.01,21.2,69
"2026/02/05 16:25:00",733,0.009,20.7,70
"2026/02/05 16:30:00",755,0.008,20.2,71
"2026/02/05 16:35:00",769,0.007,19.8,72
"2026/02/05 16:40:00",810,0.005,19.3,73
"2026/02/05 16:45:00",825,0.004,18.9,74
"2026/02/05 16:50:00",855,0.004,18.5,74
"2026/02/05 16:55:00",871,0.003,18.1,75
"2026/02/05 17:00:00",891,0.002,17.7,75
"2026/02/05 17:05:00",912,0.001,17.3,76
"2026/02/05 17:10:00",942,0.001,17,76
"2026/02/05 17:15:00",955,0,16.4,77
"2026/02/05 17:20:00",967,0,16.2,77
"2026/02/05 17:25:00",972,0,15.7,78
"2026/02/05 17:30:00",971,0,15.4,78
"2026/02/05 17:35:00",979,0,15.1,78
"2026/02/05 17:40:00",973,0,14.9,79
"2026/02/05 17:45:00",980,0,14.5,79
"2026/02/05 17:50:00",982,0,14.4,80
"2026/02/05 17:55:00",977,0,14.3,80
"2026/02/05 18:00:00",974,0,13.9,80
"2026/02/05 18:05:00",992,0,13.9,81
"2026/02/05 18:10:00",943,0,13.7,81
"2026/02/05 18:15:00",898,0,13.8,80
"2026/02/05 18:20:00",861,0,13.8,80
"2026/02/05 18:25:00",823,0,14,81
"2026/02/05 18:30:00",813,0,14.2,81
"2026/02/05 18:35:00",797,0,14.1,81
"2026/02/05 18:40:00",788,0,14,81
"2026/02/05 18:45:00",784,0,14,82
"2026/02/05 18:50:00",767,0,14.1,82
"2026/02/05 18:55:00",760,0,14.1,82
"2026/02/05 19:00:00",748,0,14,82
"2026/02/05 19:05:00",753,0,13.9,82
"2026/02/05 19:10:00",735,0,13.8,82
"2026/02/05 19:15:00",731,0,13.9,82
"2026/02/05 19:20:00",742,0,13.8,82
"2026/02/05 19:25:00",730,0,13.8,82
"2026/02/05 19:30:00",729,0,13.8,82
"2026/02/05 19:35:00",718,0,13.8,82
"2026/02/05 19:40:00",703,0,14,82
"2026/02/05 19:45:00",696,0,13.9,82
"2026/02/05 19:50:00",678,0,14,82
"2026/02/05 19:55:00",675,0,13.9,81
"2026/02/05 20:00:00",666,0,13.8,81
"2026/02/05 20:05:00",645,0,13.8,81
"2026/02/05 20:10:00",658,0,13.8,81
"2026/02/05 20:15:00",640,0,13.8,81
"2026/02/05 20:20:00",646,0,13.7,81
"2026/02/05 20:25:00",640,0,13.7,81
"2026/02/05 20:30:00",647,0,13.6,81
"2026/02/05 20:35:00",629,0,13.4,81
"2026/02/05 20:40:00",635,0,13.4,81
"2026/02/05 20:45:00",637,0,13.3,81
"2026/02/05 20:50:00",643,0,13.4,81
"2026/02/05 20:55:00",657,0,13.3,81
"2026/02/05 21:00:00",647,0,13.3,81
"2026/02/05 21:05:00",657,0,13.2,81
"2026/02/05 21:10:00",654,0,13.1,82
